id,q1_hh_members,q2_age_u5,q3_age_5_17,q4_age_18_34,q5_age_35_59,q6_age_60plus,q7_male,q8_female,q9_head_sex,q10_head_age,q11_head_education,q12_occupation,q12_other,q13_income,q14_residence,q15_housing,q15_other,q16_tenure,q17_rooms,q18_floors,q19_economic,q20_living,q21_region,q22_district,q23_village,demographics_complete,starttime_complete,q96digital_corruption,q87_confidence,q95_cyber_awareness
5342,8,1,2,2,1,1,4,3,1,43,3,1, ,300,1,1, ,1,5,1,3,3,1,1, ,2,2,2,3,3
5343,5,0,0,0,1,0,4,1,1,42,7,2, ,700,1,2, ,1,4,1,4,4,1,7,Area- Gaandi,2,2, , , 
5344,7,0,1,2,2,0,3,3,1,45,3,1, ,300,1,1, ,1,1,1,3,3,1,2, ,2,2,3,3,3
5345,7,0,0,0,0,0,4,3,2,56,1,1, ,400,1,3, ,1,5,0,4,4,1,5,Laanta hawada,2,2,3,3,3
5346,8,1,3,2,3,1,5,3,1,62,6,2, ,1000,1,1, ,1,5,1,4,4,1,2,Geed goble,2,2,5,4,3
5347,2,0,0,0,2,0,1,1,1,30,5,1, ,450,1,1, ,1,3,1,3,4,1,4,jungalka,2,2,2,1,3
5348,12,1,1,0,1,0,6,6,1,52,6,2, ,500,1,1, ,1,8,1,5,5,1,4,M mooge,2,2,2,3,3
5349,5,1,2,1,1,0,3,2,1,37,6,2, ,500,1,2, ,1,5,1,3,4,1,5,calaamada,2,2,5,2,1
5351,11,0,11,11,2,1,7,4,1,77,6,1, ,500,1,1, ,1,8,1,4,4,1,6,G.libaax cabaaye,2,2,2,4,4
5352,12,1,1,1,1,1,5,7,1,55,6,1, ,900,1,1, ,1,6,1,4,4,1,6,Cabaaye,2,2,4,4,3
5353,11,2,0,1,0,0,6,5,1,56,7,1, ,800,1,1, ,1,5,0,5,5,1,5,Calaamada,2,2,3,3,4
5355,25,5,3,8,1,1,15,10,1,60,6,2, ,200,1,1, ,3,5,4,5,5,2,4,Maxamed mooge,2,2,3,3,4
5357,2,0,0,0,2,0,0,2,2,30,7,1, ,550,1,1, ,1,7,1,5,4,1,8, ,2,2,1,2,3
5360,9,2,3,4,20,0,5,4,1,45,4,4, ,350,3,2, ,1,3,1,3,4,1,5,qudhac dheer,2,2,3,3,3
5361,2,0,0,0,2,0,1,1,1,32,7,1, ,700,1,2, ,2,5,2,5,5,1,3,hargeisa,2,2,2,2,1
5363,8,2,6,1,1,1,4,4,1,61,1,1, ,140,1,1, ,1,6,2,3,4,1,2,Idaacada,2,2,4,4,1
5364,12,0,0,10,2,1,6,6,1,61,4,7,bus driver,300,1,3, ,1,6,1,4,5,1,7,hero awr,2,2,5,3,3
5365,12,2,1,2,1,0,7,5,1,45,7,1, ,500,1,1, ,1,7,1,3,3,1,7,Heroawr,2,2,4,3,2
5366,12,0,0,2,0,1,5,7,1,56,1,1, ,500,1,1, ,1,7,1,5,5,1,4,m.mooge,2,2,3,5,3
5367,8,0,0,2,2,0,3,5,1,43,8,6, ,200,1,3, ,1,3,2,2,2,1,3, ,2,2, , , 
5368,4,0,0,2,1,1,1,3,2,67,6,6, ,600,1,1, ,1,5,1,4,1,1,2,Hargeisa,2,2,5,3,4
5369,6,4,4,9,7,8,5,7,1,38,6,2, ,800,2,1, ,1,8,2,5,3,3,4,2026,2,2,3,4,5
5370,9,2,1,4,2,0,4,5,1,45,7,2, ,900,1,2, ,1,1,1,3,3,1,4,dara salaam,2,2,2,1,3
5371,8,1,1,6,2,8,3,5,1,45,5,1, ,600,1,2, ,1,5,1,4,4,1,7,Qandahaar,2,2, , , 
5372,8,3,5,4,1,0,4,4,1,33,7,1, ,3000,1,1, ,1,1,1,4,3,1,6,G.libaax cabaaye,2,2,4,4,4
5373,10,1,0,0,2,1,4,6,1,54,2,2, ,800,1,1, ,1,5,1,5,5,1,6,Geerash-aw adam,2,2,4,3,3
5374,5,0,0,3,1,1,2,3,1,62,4,1, ,300,1,2, ,1,5,1,4,3,1,6,Magalo ugaaso,2,2,2,3,3
5376,12,3,1,2,3,1,5,7,1,50,5,1, ,700,1,1, ,1,6,1,3,4,1,4,Qandahaar,2,2, , , 
5377,2,0,0,0,2,0,2,0,1,36,3,1, ,200,1,2, ,1,3,1,3,3,1,2, ,2,2,3,3,3
5378,8,1,1,1,0,1,3,4,1,25,6,2, ,200,1,1, ,1,7,1,4,3,1,7,Hargeisa,2,2,3,3,3
5379,9,1,3,4,1,0,5,4,2,38,4,1, ,700,1,1, ,1,4,1,4,4,1,1,masale,2,2,4,4,4
5380,10,1,1,2,4,2,5,5,2,35,7,1, ,800,1,1, ,1,5,1,5,5,1,3,pepsi,2,2,3,5,6
5381,4,0,0,1,1,0,1,3,2,35,1,6, ,250,1,1, ,1,2,2,3,3,1,4,daraslam,2,2,3,3,2
5383,5,0,0,1,1,1,3,2,1,62,4,6, ,800,1,1, ,1,5,1,4,4,1,7,hero-awr,2,2,3,3,2
5384,10,2,1,0,0,1,4,6,1,58,4,1, ,400,1,1, ,1,5,1,4,4,1,3,Qandahaar,2,2,5,3,3
5385,11,0,1,0,0,0,3,8,1,42,6,2, ,700,1,1, ,1,6,1,5,4,1,8,bada cas,2,2,4,4,3
5386,7,1,3,1,2,0,4,3,1,37,6,1, ,600,1,3, ,1,5,1,5,4,1,5,qurac dheer,2,2,3,5,3
5387,5,3,2,2,0,0,2,3,1,28,7,1, ,500,1,2, ,1,4,1,4,3,1,6, ,2,2,3,3,5
5389,9,1,0,0,1,0,4,5,1,45,4,1, ,700,1,1, ,1,5,1,4,4,1,7,Jigjiga yarn,2,2,3,3,1
5390,12,2,1,1,0,0,7,5,1,49,6,1, ,800,1,1, ,1,4,1,4,4,1,3,Taliska guud,2,2,5,5,3
5391,6,0,1,2,3,0,3,4,1,60,6,4, ,600,3,1, ,2,4,3,3,4,1,6,gacan libaax,2,2,3,3,3
5393,7,2,3,2,0,0,5,2,1,33,2,1, ,150,1,1, ,1,2,1,2,3,1,1,Masalla,2,2,3,3,1
5394,5,0,0,2,2,1,1,4,2,66,6,2, ,600,1,1, ,1,5,1,5,3,1,6,G.awadan,2,2,3,3,3
5396,9,3,1,1,2,0,5,4,2,48,4,7,Khudaar ibshe,300,2,3, ,3,2,1,3,3,1,1,Jamacada agteeda,2,2,3,2,3
5399,6,2,1,6,1,5,6,5,1,60,5,3, ,2000,2,3, ,2,5,1,5,3,1,6,gacan libaax,2,2,3,3,6
5402,3,1,0,2,0,0,1,2,2,28,6,4, ,500,1,2, ,1,4,1,5,5,1,5,calamada,2,2,4,5,4
5403,8,0,8,8,2,1,2,6,1,62,4,2, ,2500,1,1, ,1,7,1,4,4,1,3,ishaborame,2,2,3,3,2
5404,5,1,0,1,1,1,2,3,1,45,4,1, ,500,1,1, ,1,5,1,3,4,1,6,sh.nuur,2,2, , , 
5405,8,0,1,2,1,1,3,5,1,70,4,6, ,600,1,1, ,1,6,1,5,4,1,8, ,2,2,4,3,5
5406,5,0,0,1,2,0,3,2,1,42,1,1, ,250,1,1, ,1,4,1,3,3,1,2, ,2,2,3,3,3
5407,2,0,0,2,0,0,1,1,1,28,6,1, ,200,1,2, ,1,3,1,4,4,1,7,Jigjiga-yar,2,2,3,4,3
5410,5,0,0,1,1,0,2,3,1,57,3,2, ,2500,1,2, ,1,5,1,3,2,1,4, ,2,2,2,2,2
5411,7,0,0,5,2,0,2,5,2,40,4,4, ,600,2,3, ,1,5,1,5,5,1,1,masalah,2,2,5,5,3
5412,6,3,2,5,1,3,5,6,1,50,6,4, ,300,3,1, ,1,3,5,3,3,1,7,Gamad,2,2,3,3,2
5413,8,2,1,2,2,1,5,3,1,49,6,1, ,1000,1,1, ,2,6,1,4,5,1,9,nasiye,2,2,1,1,1
5414,10,2,8,6,2,1,5,5,1,59,8,1, ,500,1,2, ,1,5,1,3,3,1,3,Jigjiga yar,2,2,3,2,3
5415,6,3,3,2,0,0,3,3,1,28,6,1, ,500,1,1, ,1,4,1,4,4,1,2, ,2,2,3,1,3
5416,7,0,0,2,0,0,4,3,2,40,4,6, ,274,2,2, ,2,5,1,3,4,1,6,ugaaso,2,2,3,5,3
5417,13,2,1,1,2,1,6,7,1,72,4,1, ,550,1,1, ,1,7,1,5,4,2,4, ,2,2,3,2,4
5419,10,0,0,1,2,0,4,6,1,50,6,4, ,600,1,1, ,1,10,5,4,3,1,7,hargaisa,2,2,2,3,4
5420,8,0,0,1,0,1,6,2,1,63,1,1, ,500,1,1, ,1,3,1,3,3,1,4,boodhari,2,2, , , 
5421,14,1,5,5,2,1,3,11,1,55,2,6, ,800,1,1, ,1,6,1,4,4,1,1,masalaha,2,2,5,4,4
5423,3,6,3,1,3,5,6,2,1,50,6,3, ,500,3,1, ,1,1,1,1,1,1,7,Sheedaha,2,2,4,1,3
5425,8,0,0,1,0,1,6,2,1,63,1,1, ,500,1,1, ,1,3,1,3,3,1,4,boodhari,2,2,4,3,2
5427,7,0,0,5,0,2,3,4,1,64,7,1, ,500,1,1, ,1,6,1,5,4,1,7,Near family mart,2,2,3,3,2
5430,10,1,5,0,0,0,2,8,2,55,3,1, ,600,1,2, ,1,5,1,3,3,1,8,Hargeisa,2,2,3,3,4
5431,13,3,1,2,2,0,5,8,1,41,1,4, ,300,1,3, ,1,5,1,5,5,1,4,maxamed mooge,2,2,3,4,1
5432,6,0,0,2,0,0,3,3,1,64,4,2, ,3500,1,1, ,1,4,1,3,3,1,6, ,2,2,1,2,5
5433,12,1,2,2,2,1,5,7,1,60,4,3, ,450,1,1, ,1,5,1,3,4,1,3, ,2,2,3,2,3
5434,7,2,1,0,1,0,4,3,1,45,6,1, ,350,1,2, ,1,4,1,4,3,1,4,Mohamed moge,2,2,3,3,3
5435,6,0,0,1,1,0,3,3,2,58,6,6, ,900,1,2, ,1,7,1,3,3,1,7,Jigjiga yar,2,2,3,5,3
5436,5,0,0,0,0,0,2,3,1,48,3,1, ,500,1,1, ,1,5,2,5,4,1,3,pepsi,2,2,4,4,4
5437,10,2,3,2,2,1,4,6,1,62,6,1, ,300,2,1, ,1,6,5,3,4,1,7,Jigjigayar,2,2,2,3,4
5438,7,0,0,0,1,2,4,3,1,60,6,1, ,250,1,1, ,1,4,1,4,3,1,2,150,2,2,3,4,3
5439,3,0,3,0,0,3,2,1,1,70,7,1, ,400,1,2, ,2,3,1,4,3,1,6,Imaraataka,2,2,3,3,5
5440,7,0,0,1,1,0,3,4,1,70,1,1, ,500,1,1, ,1,4,1,4,3,1,7,xero awr,2,2,3,2,6
5441,16,0,0,1,0,1,5,11,1,48,4,6, ,700,1,1, ,1,7,1,5,5,1,8,bada cas,2,2,3,5,4
5443,9,0,0,0,0,1,2,7,1,60,6,2, ,3000,1,1, ,1,6,1,4,4,1,2,150 street,2,2,4,5,3
5445,17,0,1,1,0,0,8,9,1,53,2,4, ,1200,1,1, ,1,6,1,4,4,1,1,Siinay,2,2,4,3,6
5446,5,0,0,0,1,0,2,3,1,29,6,1, ,1000,1,1, ,1,5,1,4,4,1,2,xawaadle,2,2,4,4,3
5449,9,0,0,2,1,0,8,1,1,58,1,6, ,100,1,1, ,1,4,1,3,3,1,9,hargaisa,2,2,2,1,3
5450,11,0,11,7,2,0,5,6,1,55,6,4, ,400,1,2, ,1,5,1,3,4,1,2,Hargeisa,2,2,4,3,3
5451,6,0,0,0,4,2,3,3,1,68,6,6, ,550,1,1, ,1,6,5,5,5,1,3, ,2,2,3,3,4
5453,3,0,0,0,0,2,2,1,1,92,4,2, ,3000,1,1, ,1,8,2,5,5,1,7,jigjigayar,2,2,4,2,2
5455,7,1,2,2,0,2,3,4,1,79,7,2, ,1000,1,1, ,1,7,4,4,4,1,7,Jig-jiga yar,2,2,3,3,1
5456,6,3,3,2,0,0,3,3,1,28,6,1, ,500,1,1, ,1,5,1,4,5,1,2, ,2,2,3,2,6
5457,8,0,0,2,3,2,3,5,1,65,1,1, ,300,1,3, ,1,4,1,2,2,1,2,Togdheer,2,2,3,3,3
5459,9,1,1,1,0,0,2,7,2,40,1,6, ,400,1,2, ,1,4,1,4,4,1,6,New Hargeisa,2,2,4,4,5
5460,10,1,9,7,2,0,7,3,1,41,7,2, ,1000,1,1, ,1,6,2,5,5,1,7,jigjiga yar area,2,2,1,2,3
5461,6,0,0,0,0,0,3,3,1,54,6,1, ,300,1,1, ,1,5,1,3,3,1,3,Badhka,2,2,4,3,3
5462,12,0,0,1,0,0,5,7,2,49,7,1, ,60,1,1, ,1,5,1,4,3,1,3,31 may,2,2,3,3,3
5464,20,2,5,8,4,5,6,9,1,46,2,7,20,23,1,3, ,2,4,1,1,4,1,2,150ka,2,2,3,3,2
5467,4,1,3,3,1,1,2,2,1,64,6,2, ,1000,1,1, ,1,4,1,5,5,1,7,Hargeisa,2,2,2,2,1
5468,6,1,5,6,2,1,3,3,2,59,6,2, ,2000,1,1, ,1,8,2,5,5,1,5, ,2,2,4,4,3
5470,6,0,0,1,0,1,4,2,1,60,6,1, ,200,1,1, ,1,4,1,3,3,1,4,Ina mooge,2,2,3,3,3
5471,7,0,0,1,1,1,4,3,1,62,4,2, ,800,1,1, ,1,6,1,4,4,1,7,Jigjiga yar,2,2,3,4,3
5472,15,3,1,2,1,1,7,8,1,60,6,2, ,6000,1,1, ,1,8,2,3,5,1,2,Xawadle,2,2,2,4,1
5473,4,0,0,0,0,0,2,2,2,50,4,6, ,600,1,1, ,1,4,1,4,4,1,5,Hargeisa,2,2,2,4,3
5474,8,0,0,3,2,0,4,4,1,57,6,1, ,300,1,2, ,1,5,1,4,4,1,1,isha boorma,2,2,4,4,4
5475,9,0,0,1,2,2,7,3,1,70,7,1, ,500,1,1, ,1,7,1,4,5,1,6,Sh Madar,2,2,5,4,3
5476,11,0,2,7,0,2,6,5,1,49,6,2, ,500,1,1, ,3,5,1,3,3,1,6,Aw aadan,2,2,3,3,3
5477,11,2,5,3,2,0,3,8,1,41,4,2, ,200,1,1, ,1,6,1,2,1,1,3,hargeisa,2,2,3,1,6
5478,3,0,0,0,0,0,2,1,2,42,3,2, ,500,1,2, ,1,4,1,3,4,1,9,Buurta ina waran cade,2,2,3,3,3
5479,11,0,0,1,2,0,9,2,1,56,7,5, ,1000,1,1, ,1,6,1,4,4,1,2,150,2,2,3,3,6
5480,10,1,3,4,2,0,3,7,2,50,4,6, ,450,1,1, ,1,5,1,5,5,1,2,xawaadle,2,2,3,4,3
5481,12,0,12,9,4,1,6,6,1,63,7,1, ,300,1,3, ,1,5,1,3,5,1,8,Badacas,2,2,3,3,3
5483,14,0,0,3,2,2,8,6,1,58,1,2, ,2700,1,1, ,1,6,1,5,4,1,7,jigjigayar,2,2,4,3,1
5484,6,0,1,4,1,0,2,4,2,55,1,6, ,400,1,1, ,1,5,1,5,5,1,1,masale,2,2,5,3,3
5486,10,0,0,1,1,0,5,5,1,35,7,2, ,1000,1,1, ,1,5,1,3,4,1,6,daami,2,2,2,3,4
5487,6,3,3,2,1,0,3,3,1,28,6,1, ,1000,1,1, ,1,5,1,5,5,1,2, ,2,2,3,1,4
5488,9,1,1,0,0,0,4,5,2,38,3,2, ,350,1,2, ,1,2,1,3,4,1,5,Qudhac-dheer,2,2, , , 
5489,7,0,7,5,2,0,3,4,1,40,1,2, ,400,1,1, ,1,4,1,4,4,1,6,Sheikh nuur,2,2,5,3,2
5492,18,3,4,6,4,1,7,8,1,43,1,2, ,2000,1,1, ,1,9,3,3,1,1,3,hargeisa,2,2,2,2,6
5493,9,0,0,0,0,0,5,4,1,58,4,2, ,1500,1,1, ,1,5,1,4,4,1,4,Hargeisa,2,2,2,3,2
5495,9,1,1,1,0,0,4,5,2,38,3,2, ,350,1,2, ,1,2,1,3,4,1,5,Qudhac-dheer,2,2,4,4,4
5497,11,1,1,2,1,0,7,4,1,51,6,1, ,1300,1,2, ,1,5,1,4,4,1,8,Bada-cas,2,2,4,3,2
5498,12,2,1,1,2,1,5,7,1,60,6,1, ,800,1,3, ,1,6,1,4,4,2,7, ,2,2,2,3,3
5500,2,0,0,0,1,0,1,1,1,35,6,1, ,1000,1,2, ,1,6,1,5,5,1,7,Jigjigayar,2,2,5,4,3
5501,4,1,1,0,1,0,2,2,1,35,7,1, ,1000,1,2, ,1,4,1,4,5,1,2,Daloodho,2,2,4,4,2
5502,4,1,1,0,1,0,1,3,2,35,3,2, ,500,1,2, ,1,7,1,5,4,1,9,Warancade Area,2,2,3,5,5
5503,8,1,1,0,1,0,4,4,1,34,2,2, ,500,1,2, ,1,5,1,4,4,1,5,calaamada,2,2,3,4,3
5504,9,0,0,1,0,1,4,5,2,50,3,6, ,900,1,1, ,1,5,1,4,4,1,7,jigjiga yar,2,2, , , 
5505,9,1,8,3,0,0,3,6,2,30,4,6, ,600,1,1, ,2,6,1,4,5,1,8,Badda cas,2,2,4,2,4
5506,10,0,0,2,3,1,4,6,1,65,5,1, ,4000,1,1, ,2,5,1,5,4,1,2,150 street,2,2,3,2,2
5507,6,0,0,4,2,1,2,4,1,68,6,2, ,900,1,1, ,1,5,2,4,3,1,5,masalaha,2,2,3,3,6
5508,4,2,0,0,2,0,1,3,1,32,7,1, ,500,1,2, ,3,4,1,3,4,1,7,Gantaalaha,2,2, , , 
5509,9,0,0,2,0,1,5,4,1,64,1,2, ,3000,1,1, ,1,7,2,5,5,1,7,jigjigayar,2,2,4,4,1
5510,3,1,0,2,0,0,2,1,1,28,6,2, ,600,1,2, ,1,5,1,4,5,1,2,Shacabka,2,2,3,2,4
5512,8,3,0,1,1,0,4,4,1,40,7,2, ,1000,3,1, ,1,5,3,4,4,2,7, ,2,2, , , 
5513,7,1,1,5,2,0,4,3,1,38,6,1, ,200,1,1, ,1,4,1,5,1,1,7,0,2,2,3,3,3
5515,5,0,0,2,2,0,2,3,1,38,1,1, ,250,1,2, ,1,3,1,3,3,1,2, ,2,2,2,3,3
5516,6,2,0,1,2,0,3,3,1,53,6,1, ,600,1,3, ,1,5,1,4,4,1,8,boqol jire,2,2,5,4,3
5518,5,0,0,1,1,0,2,3,2,45,1,2, ,150,1,3, ,1,3,1,4,5,1,1,Axmed guray,2,2,4,4,2
5519,8,1,3,2,2,0,5,3,1,43,4,1, ,150,1,3, ,1,5,3,3,3,1,1,masalaha,2,2, , , 
5520,7,0,0,1,2,0,3,4,1,45,6,1, ,400,1,1, ,1,4,1,5,5,1,2,cabaaye,2,2, , , 
5521,8,1,0,0,0,2,3,5,1,60,6,2, ,400,1,2, ,1,5,1,3,4,1,6, ,2,2,4,3,2
5522,9,0,9,5,1,1,7,2,1,62,4,2, ,700,1,2, ,2,3,1,4,5,1,7,jigjiga yar,2,2,4,3,4
5523,12,0,0,1,0,1,7,5,1,55,3,1, ,1000,1,1, ,1,5,1,5,4,1,7,xeroawr,2,2,3,3,1
5525,4,0,0,1,1,0,1,3,1,42,1,1, ,250,1,1, ,1,3,1,3,3,1,2, ,2,2,3,3,3
5526,7,2,3,0,2,0,4,3,1,35,7,2, ,800,1,2, ,1,4,1,4,3,1,7,gannad,2,2,3,3,3
5527,6,2,4,3,0,0,2,4,1,25,3,1, ,200,2,2, ,1,3,1,3,3,1,2,daruurha,2,2,4,3,3
5528,7,1,0,1,2,0,3,4,1,48,1,1, ,300,1,1, ,1,5,1,3,3,1,2, ,2,2,3,3,3
5530,12,2,2,4,2,0,5,7,2,50,4,6, ,100,3,2, ,3,2,1,2,3,1,6,new hargeisa,2,2,3,3,3
5533,8,1,0,0,0,0,2,6,2,50,1,6, ,350,1,1, ,1,3,1,3,3,1,4,daraslam,2,2,4,3,2
5534,8,0,0,2,2,0,3,5,1,38,1,1, ,250,1,1, ,1,4,1,3,3,1,2, ,2,2,3,3,3
5535,8,0,0,3,3,0,4,4,1,30,7,2, ,350,1,2, ,1,5,2,5,3,1,7,gannad,2,2,3,3,3
5536,6,0,1,1,1,0,5,1,1,48,6,1, ,900,1,2, ,1,4,1,5,5,1,7,xeroawr,2,2,3,3,1
5538,5,1,1,1,1,0,3,2,1,37,1,1, ,250,1,1, ,1,4,1,3,3,1,2, ,2,2,2,3,2
5539,6,0,0,1,1,0,3,3,1,55,8,2, ,1500,1,1, ,1,12,2,4,4,1,2,Daloodho,2,2,4,4,3
5540,7,1,0,1,0,1,3,4,2,60,6,1, ,600,1,2, ,1,5,1,3,3,1,6,Cabaaye,2,2,2,3,2
5541,14,0,5,4,5,0,7,7,1,50,8,2, ,600,1,1, ,1,7,2,4,4,1,7,xero awr,2,2,3,4,3
5542,11,0,0,1,0,1,7,4,1,85,1,2, ,600,1,1, ,1,4,1,3,3,1,5,calaamada,2,2,2,3,4
5543,10,0,0,1,0,0,4,6,1,50,4,1, ,600,1,2, ,1,4,1,4,3,1,2,Geed goble,2,2,3,4,4
5544,11,2,0,0,0,0,6,5,1,45,1,2, ,500,1,1, ,1,5,0,4,4,1,5,Laanta hawada,2,2,4,2,2
5545,10,1,3,0,0,1,5,5,2,77,2,3, ,100,1,1, ,1,7,1,5,5,1,4,mohamed mooge,2,2,3,3,1
5546,10,1,1,2,1,1,5,5,1,57,1,1, ,850,1,2, ,1,5,1,5,5,1,7,jigjigayar,2,2,3,3,2
5548,9,1,0,1,0,2,6,3,1,60,3,1, ,3000,1,1, ,1,4,1,5,4,1,7,sheedaha,2,2,4,3,2
5549,16,0,0,6,6,1,9,7,1,65,6,1, ,400,3,3, ,1,5,1,4,3,1,5,sabaxareed,2,2,3,3,6
5552,6,0,0,2,0,0,4,2,1,57,7,1, ,400,1,1, ,1,4,1,4,3,1,2,26 june,2,2,3,3,3
5554,8,0,2,3,2,1,6,2,1,60,1,3, ,500,1,1, ,1,6,2,4,4,1,7, ,2,2,3,3,3
5556,8,1,2,1,1,0,4,4,1,59,2,1, ,150,1,1, ,1,6,2,3,3,1,2,Idaacada,2,2,4,4,2
5557,7,0,0,0,0,0,5,2,2,52,6,2, ,700,1,1, ,1,3,1,5,5,1,5,Masalaha,2,2,5,4,3
5558,4,0,0,0,1,2,1,3,1,63,4,2, ,400,1,1, ,1,5,1,3,4,1,7,Jigjiga yar,2,2, , , 
5559,8,0,0,1,0,1,4,4,1,62,3,2, ,500,1,1, ,1,4,1,5,5,1,5,calaamada,2,2,3,4,3
5560,4,2,0,0,0,0,3,1,1,31,6,2, ,330,1,2, ,1,4,1,4,5,1,6,macalin haaruun,2,2,4,5,5
5561,6,0,0,2,2,1,2,3,1,62,5,1, ,1000,1,2, ,1,4,1,4,4,1,2,magaalo ugaaso,2,2,3,3,2
5562,9,0,0,1,0,0,5,4,2,50,6,2, ,800,1,2, ,1,5,1,5,5,1,5,Masalaha,2,2,4,5,3
5563,12,2,1,5,1,2,5,7,1,55,4,1, ,350,1,2, ,1,4,1,4,4,1,5,Xidigta,2,2,2,4,3
5564,10,0,10,6,2,0,4,6,1,56,6,1, ,500,1,1, ,1,5,1,4,4,1,6,sheekh mubarig,2,2,3,3,3
5567,8,0,0,1,0,0,4,4,1,55,3,1, ,500,1,2, ,1,4,1,3,3,1,2,cabaaye,2,2,3,3,2
5569,8,0,0,1,0,1,4,4,2,45,7,1, ,500,3,3, ,1,6,1,3,3,5,4,borama,2,2,2,3,2
5570,10,0,0,1,1,1,5,5,1,60,4,1, ,400,1,1, ,1,4,1,5,5,1,5,gacanta,2,2,2,3,3
5571,13,1,1,3,1,2,7,6,1,62,4,2, ,4500,1,1, ,1,8,2,5,5,1,7,jigjigayar,2,2,5,4,1
5572,9,0,9,7,2,1,3,6,1,63,2,1, ,500,1,3, ,1,7,1,3,5,1,3,faluuja,2,2,5,3,3
5573,7,0,7,5,2,0,2,5,2,56,3,1, ,500,1,1, ,1,4,1,3,4,1,6,Sheekh mubaarik,2,2,3,4,3
5574,8,0,0,0,0,1,6,2,1,61,3,1, ,200,1,1, ,1,4,1,4,4,1,7,jig jiga yar,2,2,4,3,2
5575,7,0,0,1,1,2,5,2,1,62,1,1, ,250,1,3, ,3,4,1,4,5,1,1,cakaara,2,2,4,3,2
5576,6,0,0,0,1,1,2,3,2,61,1,1, ,500,1,1, ,1,5,1,4,4,1,7,Jigjiga yarn,2,2,2,3,5
5578,5,0,0,1,0,0,1,4,2,29,2,6, ,350,1,3, ,1,2,1,4,5,1,6,macalin haaruun,2,2,3,3,5
5579,5,0,0,0,0,2,0,5,2,73,8,6, ,800,1,2, ,1,6,1,3,4,1,7,Jigjigayar,2,2,4,4,1
5580,8,0,0,0,0,0,3,5,1,38,7,2, ,1500,1,1, ,1,8,1,5,5,1,7, ,2,2,3,5,3
5581,8,3,0,2,1,1,2,6,1,35,7,1, ,750,1,2, ,2,5,1,4,5,1,5,Hargeisa,2,2,3,3,3
5582,5,0,0,3,0,2,2,3,1,53,7,2, ,1500,1,1, ,1,5,1,5,5,1,6,150,2,2,5,5,4
5583,8,1,1,2,4,0,4,4,1,45,4,1, ,250,3,2, ,3,3,1,3,3,1,4,m.mooge,2,2,4,6,3
5584,12,1,1,1,0,0,6,6,1,58,6,1, ,1000,1,2, ,1,5,1,3,3,1,2,Hargeisa,2,2,3,3,3
5585,8,0,0,0,0,1,2,6,2,50,3,6, ,600,1,1, ,1,4,1,4,4,1,7,jigjiga yar,2,2,4,5,4
5586,10,0,0,0,0,0,6,4,1,57,4,1, ,1000,1,1, ,1,7,0,5,5,1,7,jigjiga yar,2,2,5,4,4
5588,8,0,0,1,1,1,6,2,1,53,3,2, ,150,1,3, ,1,4,1,5,5,1,5,Xidigta,2,2, , , 
5589,9,0,0,2,2,1,4,3,2,40,1,1, ,300,1,3, ,1,6,2,4,4,1,5,Qudhacdher,2,2,3,3,3
5590,7,0,1,2,2,2,4,3,1,60,1,6, ,400,1,1, ,1,4,1,4,3,1,2, ,2,2,3,3,6
5591,10,2,2,4,2,0,6,4,1,47,4,1, ,300,3,2, ,3,3,1,3,3,1,7,150ka,2,2,3,3,3
5592,13,2,3,4,3,1,8,5,2,55,1,4, ,200,1,2, ,2,3,1,1,3,1,3,Hargeisa,2,2,3,1,5
5593,8,0,2,4,2,0,1,7,2,45,2,1, ,350,1,1, ,1,4,1,3,3,1,6,Magalo ugaaso,2,2,2,3,3
5594,15,1,1,2,2,0,8,7,1,53,7,2, ,500,1,1, ,1,6,1,4,4,1,7,Hargeisa,2,2,4,4,4
5595,13,0,13,11,2,1,9,4,1,60,6,2, ,500,1,1, ,1,7,1,4,4,1,6,sheekh mubarig,2,2,4,4,4
5596,3,0,1,0,0,0,0,3,2,55,2,1, ,360,1,1, ,1,2,1,5,5,1,6,macalin haaruun,2,2,5,5,5
5597,8,2,0,0,2,0,4,4,1,35,7,1, ,900,1,2, ,1,6,0,3,4,1,7,Jigjiga yarn,2,2,3,3,4
5599,7,0,0,0,0,1,4,3,1,62,4,6, ,100,1,1, ,1,4,1,4,3,1,7,Badda cas,2,2,3,3,3
5600,8,0,0,1,6,1,3,5,2,60,4,1, ,1000,1,3, ,1,4,1,3,4,1,2,Geedgoble,2,2,1,4,4
5602,3,0,1,0,0,0,1,2,2,30,3,6, ,200,1,2, ,1,1,1,3,4,1,5,jameeco weyn,2,2, , , 
5603,12,1,0,1,0,0,5,7,2,50,3,2, ,700,1,1, ,1,6,1,3,3,1,5,Hargysa,2,2,2,2,2
5604,5,0,0,0,1,1,3,2,1,65,6,1, ,250,1,1, ,1,5,1,3,5,1,6,cabaaye,2,2,2,3,3
5606,11,0,0,1,0,0,6,5,1,50,4,2, ,700,1,2, ,1,6,2,4,4,1,7, ,2,2,3,3,3
5607,13,1,0,0,0,0,6,7,1,55,3,2, ,600,1,1, ,1,6,1,4,4,1,1,Stadium area,2,2,4,4,2
5608,12,5,2,3,2,0,6,6,2,52,4,4, ,800,1,2, ,2,6,1,4,4,5,7,jig jiga yar,2,2,2,2,1
